GEOID20,COLOR,Client_Perspective,DISTRICT,DISTRICT_C,DISTRICT_N,District_Tax_rate,District_Valuation,FID,NAME,NAME2,NAME20,NCES_DISTR,Office_Controller,Pfluger_Tier_Rank,SDLEA
4822410,3,,100-905,100905,100905,0.2349,1328655369,178,Hardin-Jefferson ISD,Hardin-Jefferson,Hardin-Jefferson Independent School District,4822410,HOUSTON,,22410
4822470,5,p,015-904,015904,15904,0.5,237310318,899,Harlandale ISD,Harlandale,Harlandale Independent School District,4822470,SAN ANTONIO,,22470
4822500,5,,102-905,102905,102905,0.07,4894905489,342,Harleton ISD,Harleton,Harleton Independent School District,4822500,DFW,,22500
4822530,2,,031-903,031903,31903,0.148,536021448,352,Harlingen Cons ISD,Harlingen Cons,Harlingen Consolidated Independent School District,4822530,CORPUS CHRISTI,,22530
4822560,5,,230-905,230905,230905,0,741683643,713,Harmony ISD,Harmony,Harmony Independent School District,4822560,DFW,,22560
4822590,6,,086-902,086902,86902,0,122213726,399,Harper ISD,Harper,Harper Independent School District,4822590,SAN ANTONIO,,22590
4822620,5,,244-901,244901,244901,0,97477384,586,Harrold ISD,Harrold,Harrold Independent School District,4822620,DFW,,22620
4822650,1,P,035-902,035902,35902,0.2577,106394941,119,Hart ISD,Hart,Hart Independent School District,4822650,AUSTIN,,22650
4822680,5,,103-902,103902,103902,0.25,212436668,578,Hartley ISD,Hartley,Hartley Independent School District,4822680,DFW - LUBBOCK,,22680
4822710,1,,225-907,225907,225907,0.25,212436668,133,Harts Bluff ISD,Harts Bluff,Harts Bluff Independent School District,4822710,DFW - LUBBOCK,,22710
4822740,1,,104-901,104901,104901,0.3315,917989463,316,Haskell Cons ISD,Haskell Cons,Haskell Consolidated Independent School District,4822740,UNCATEGORIZED,,22740
4822770,6,,250-902,250902,250902,0.3009,224665989,710,Hawkins ISD,Hawkins,Hawkins Independent School District,4822770,DFW,,22770
4822800,1,,127-904,127904,127904,0.185,17034974429,254,Hawley ISD,Hawley,Hawley Independent School District,4822800,UNCATEGORIZED,,22800
4822830,1,,198-905,198905,198905,0.1164,93147002,1016,Hearne ISD,Hearne,Hearne Independent School District,4822830,AUSTIN,,22830
4822850,1,,065-902,065902,65902,0,714657887,423,Hedley ISD,Hedley,Hedley Independent School District,4822850,UNCATEGORIZED,,22850
4822890,3,,202-903,202903,202903,0,946656707,450,Hemphill ISD,Hemphill,Hemphill Independent School District,4822890,DFW,,22890
4822920,4,,237-902,237902,237902,0.1938,1822813881,396,Hempstead ISD,Hempstead,Hempstead Independent School District,4822920,HOUSTON,,22920
4822970,4,,201-902,201902,201902,0.23,460206686,513,Henderson ISD,Henderson,Henderson Independent School District,4822970,DFW,,22970
4822980,4,,039-902,039902,39902,0.27,2015500306,750,Henrietta ISD,Henrietta,Henrietta Independent School District,4822980,DFW,,22980
4823010,5,,059-901,059901,59901,0.0929,529937267,338,Hereford ISD,Hereford,Hereford Independent School District,4823010,DFW - LUBBOCK,,23010
4823040,7,,208-901,208901,208901,0.1326,328957600,360,Hermleigh ISD,Hermleigh,Hermleigh Independent School District,4823040,DFW - LUBBOCK,,23040
4823070,5,,097-903,097903,97903,0.1404,507914069,631,Hico ISD,Hico,Hico Independent School District,4823070,DFW,,23070
4823100,2,,108-905,108905,108905,0.2575,326837885,388,Hidalgo ISD,Hidalgo,Hidalgo Independent School District,4823100,CORPUS CHRISTI,,23100
4823160,5,,084-903,084903,84903,0.25,422520675,243,High Island ISD,High Island,High Island Independent School District,4823160,HOUSTON,,23160
4823190,7,,177-905,177905,177905,0.17,1957884636,11,Highland ISD,Highland,Highland Independent School District,4823190,DFW,,23190
4823250,6,C,057-911,057911,57911,0,164217248,412,Highland Park ISD (Dallas),Highland Park (Dallas),Highland Park Independent School District,4823250,DFW,2,23250
4823280,6,,109-904,109904,109904,0.3304,1277205080,331,Hillsboro ISD,Hillsboro,Hillsboro Independent School District,4823280,DFW,,23280
4823310,7,,084-908,084908,84908,0.4,209802162,574,Hitchcock ISD,Hitchcock,Hitchcock Independent School District,4823310,HOUSTON,,23310
4823370,2,,014-905,014905,14905,0.2974,462963026,545,Holland ISD,Holland,Holland Independent School District,4823370,AUSTIN,,23370
4823400,3,,005-902,005902,5902,0.31,1122373112,622,Holliday ISD,Holliday,Holliday Independent School District,4823400,DFW,,23400
4823430,5,p,163-904,163904,163904,0.26,343784324,187,Hondo ISD,Hondo,Hondo Independent School District,4823430,SAN ANTONIO,,23430
4823460,3,,074-907,074907,74907,0.19,216145418,557,Honey Grove ISD,Honey Grove,Honey Grove Independent School District,4823460,DFW,,23460
4823490,7,,019-902,019902,19902,0.295,232698502108,563,Hooks ISD,Hooks,Hooks Independent School District,4823490,DFW,,23490
4823640,1,,101-912,101912,101912,0.1667,512754915,888,Houston ISD,Houston,Houston Independent School District,4823640,HOUSTON,,23640
4823670,2,,091-905,091905,91905,0.3382,22348343,801,Howe ISD,Howe,Howe Independent School District,4823670,DFW,,23670
4823700,3,,019-913,019913,19913,0.4833,254931449,544,Hubbard ISD (Bowie),Hubbard (Bowie),Hubbard Independent School District,4823700,DFW,,23700
4823730,6,,109-905,109905,109905,0.4833,254931449,233,Hubbard ISD (Hill),Hubbard (Hill),Hubbard Independent School District,4823730,DFW,,23730
4823760,4,,072-908,072908,72908,0.1945,746202227,92,Huckabay ISD,Huckabay,Huckabay Independent School District,4823760,DFW,,23760
4823790,5,,003-902,003902,3902,0.15,1766865648,137,Hudson ISD,Hudson,Hudson Independent School District,4823790,HOUSTON,,23790
4823820,5,,101-925,101925,101925,0.2947,266715832,75,Huffman ISD,Huffman,Huffman Independent School District,4823820,HOUSTON,,23820
4823850,7,,034-903,034903,34903,0.4,87974658,672,Hughes Springs ISD,Hughes Springs,Hughes Springs Independent School District,4823850,HOUSTON,,23850
4823880,2,,146-905,146905,146905,0.0446,20296255678,258,Hull-Daisetta ISD,Hull-Daisetta,Hull-Daisetta Independent School District,4823880,HOUSTON,,23880
4823910,7,C,101-913,101913,101913,0.35,675478268,16,Humble ISD,Humble,Humble Independent School District,4823910,HOUSTON,2,23910
4823970,1,,133-902,133902,133902,0.07,478172199,48,Hunt ISD,Hunt,Hunt Independent School District,4823970,SAN ANTONIO,,23970
4824000,1,,003-904,003904,3904,0.07,478172199,815,Huntington ISD,Huntington,Huntington Independent School District,4824000,SAN ANTONIO,,24000
4824030,7,,236-902,236902,236902,0.07,478172199,473,Huntsville ISD,Huntsville,Huntsville Independent School District,4824030,SAN ANTONIO,,24030
4824060,3,,220-916,220916,220916,0.2356,7438755526,868,Hurst-Euless-Bedford ISD,Hurst-Euless-Bedford,Hurst-Euless-Bedford Independent School District,4824060,DFW,,24060
4824100,5,C,246-906,246906,246906,0.45,378381728,980,Hutto ISD,Hutto,Hutto Independent School District,4824100,AUSTIN,2,24100
4824120,5,,152-910,152910,152910,0.225,1184729892,738,Idalou ISD,Idalou,Idalou Independent School District,4824120,DFW - LUBBOCK,,24120
4824150,7,,120-905,120905,120905,0.1989,3779723612,467,Industrial ISD,Industrial,Industrial Independent School District,4824150,CORPUS CHRISTI,,24150
4824180,1,,205-903,205903,205903,0.1235,814610775,122,Ingleside ISD,Ingleside,Ingleside Independent School District,4824180,CORPUS CHRISTI,,24180
4824210,4,p,133-904,133904,133904,0.28,568490907,41,Ingram ISD,Ingram,Ingram Independent School District,4824210,SAN ANTONIO,,24210
4824240,5,,093-903,093903,93903,0.1393,681196315,640,Iola ISD,Iola,Iola Independent School District,4824240,HOUSTON,,24240
4824260,6,,243-903,243903,243903,0.2971,150000045,623,Iowa Park Cons ISD,Iowa Park Cons,Iowa Park Consolidated Independent School District,4824260,DFW,,24260
4824300,1,,208-903,208903,208903,0,739465496,251,Ira ISD,Ira,Ira Independent School District,4824300,DFW - LUBBOCK,,24300
4824330,1,,186-903,186903,186903,0.4536,1362017094,197,Iraan-Sheffield Collegiate ISD,Iraan-Sheffield Collegiate,Iraan-Sheffield Collegiate Independent School District,4824330,DFW - LUBBOCK,,24330
4824360,4,,018-906,018906,18906,0.1332,2548831296,629,Iredell ISD,Iredell,Iredell Independent School District,4824360,DFW,,24360
4824420,6,,057-912,057912,57912,0.2418,234949274,854,Irving ISD,Irving,Irving Independent School District,4824420,DFW,,24420
4824450,1,,070-907,070907,70907,0.3185,370712786,61,Italy ISD,Italy,Italy Independent School District,4824450,DFW,,24450
4824480,2,,109-907,109907,109907,0.2431,958154484,318,Itasca ISD,Itasca,Itasca Independent School District,4824480,DFW,,24480
4824530,1,,119-902,119902,119902,0.46,1687574494,749,Jacksboro ISD,Jacksboro,Jacksboro Independent School District,4824530,DFW,,24530
4824590,2,,037-904,037904,37904,0.395,3067563839,702,Jacksonville ISD,Jacksonville,Jacksonville Independent School District,4824590,DFW,,24590
4824600,3,P,246-907,246907,246907,0.5,1088051327,983,Jarrell ISD,Jarrell,Jarrell Independent School District,4824600,AUSTIN,,24600
4824630,7,,121-904,121904,121904,0.1219,504437458,911,Jasper ISD,Jasper,Jasper Independent School District,4824630,HOUSTON,,24630
4824660,4,,132-902,132902,132902,0,739465496,104,Jayton-Girard ISD,Jayton-Girard,Jayton-Girard Independent School District,4824660,DFW - LUBBOCK,,24660
4824730,2,,155-901,155901,155901,0.3,2450015370,670,Jefferson ISD,Jefferson,Jefferson Independent School District,4824730,HOUSTON,,24730
4824750,3,,124-901,124901,124901,0.3902,883718048,926,Jim Hogg County ISD,Jim Hogg County,Jim Hogg County Independent School District,4824750,CORPUS CHRISTI,,24750
4824780,3,,221-911,221911,221911,0.2527,342429646,447,Jim Ned Cons ISD,Jim Ned Cons,Jim Ned Consolidated Independent School District,4824780,UNCATEGORIZED,,24780
4824810,4,,210-902,210902,210902,0.3732,1578732950,218,Joaquin ISD,Joaquin,Joaquin Independent School District,4824810,DFW,,24810
4824840,7,,016-901,016901,16901,0.1939,151231069,646,Johnson City ISD,Johnson City,Johnson City Independent School District,4824840,AUSTIN,,24840
4824900,3,,050-909,050909,50909,0.097,2408128646,828,Jonesboro ISD,Jonesboro,Jonesboro Independent School District,4824900,AUSTIN,,24900
4824930,5,,126-905,126905,126905,0.3297,986348887,881,Joshua ISD,Joshua,Joshua Independent School District,4824930,DFW,,24930
4824960,7,,007-902,007902,7902,0,91627995,179,Jourdanton ISD,Jourdanton,Jourdanton Independent School District,4824960,DFW - LUBBOCK,,24960
4824990,6,c,015-916,015916,15916,0.3654,789797467,917,Judson ISD,Judson,Judson Independent School District,4824990,SAN ANTONIO,1,24990
4825020,5,,134-901,134901,134901,0,311978587,469,Junction ISD,Junction,Junction Independent School District,4825020,AUSTIN,,25020
4825110,7,,102-901,102901,102901,0,7272803595,172,Karnack ISD,Karnack,Karnack Independent School District,4825110,DFW,,25110
4825140,4,p,128-901,128901,128901,0.1268,55681333272,351,Karnes City ISD,Karnes City,Karnes City Independent School District,4825140,SAN ANTONIO,,25140
4825170,5,,101-914,101914,101914,0.39,1531346689,884,Katy ISD,Katy,Katy Independent School District,4825170,HOUSTON,,25170
4825200,2,,129-903,129903,129903,0.3273,255758677,45,Kaufman ISD,Kaufman,Kaufman Independent School District,4825200,DFW,,25200
4825230,3,,126-906,126906,126906,0.2225,23705062569,433,Keene ISD,Keene,Keene Independent School District,4825230,UNCATEGORIZED,,25230
4825260,5,,220-907,220907,220907,0.33,585051585,858,Keller ISD,Keller,Keller Independent School District,4825260,DFW,,25260
4825290,6,,242-905,242905,242905,0.2308,870144574,244,Kelton ISD,Kelton,Kelton Independent School District,4825290,UNCATEGORIZED,,25290
4825320,1,,129-904,129904,129904,0.2499,1236835912,609,Kemp ISD,Kemp,Kemp Independent School District,4825320,DFW,,25320
4825410,7,,131-001,131001,131001,0,1474091923,478,Kenedy County-Wide CSD,Kenedy County-Wide CSD,Kenedy County-Wide Common School District,4825410,CORPUS CHRISTI,,25410
4825440,2,,128-902,128902,128902,0,1474091923,538,Kenedy ISD,Kenedy,Kenedy Independent School District,4825440,CORPUS CHRISTI,,25440
4825470,1,,113-906,113906,113906,0,2007087757,487,Kennard ISD,Kennard,Kennard Independent School District,4825470,HOUSTON,,25470
4825500,1,,220-914,220914,220914,0.2817,740887841,871,Kennedale ISD,Kennedale,Kennedale Independent School District,4825500,DFW,,25500
4825530,3,,175-907,175907,175907,0.32,1629125850,608,Kerens ISD,Kerens,Kerens Independent School District,4825530,DFW,,25530
4825560,3,,248-901,248901,248901,0.1515,3458768728,364,Kermit ISD,Kermit,Kermit Independent School District,4825560,UNCATEGORIZED,,25560
4825590,7,p,133-903,133903,133903,0.18,1849176829,400,Kerrville ISD,Kerrville,Kerrville Independent School District,4825590,SAN ANTONIO,,25590
4825620,3,,092-902,092902,92902,0.49,12517643138,527,Kilgore ISD,Kilgore,Kilgore Independent School District,4825620,DFW,,25620
4825660,7,P,014-906,014906,14906,0.162,1108438054,649,Killeen ISD,Killeen,Killeen Independent School District,4825660,AUSTIN,,25660
4825680,4,,137-901,137901,137901,0.5191,370053038,427,Kingsville ISD,Kingsville,Kingsville Independent School District,4825680,CORPUS CHRISTI,,25680
4825710,5,,121-905,121905,121905,0.3022,27147033159,912,Kirbyville Cons ISD,Kirbyville Cons,Kirbyville Consolidated Independent School District,4825710,HOUSTON,,25710
4825740,6,,101-915,101915,101915,0.375,4451635525,601,Klein ISD,Klein,Klein Independent School District,4825740,HOUSTON,,25740
4825790,4,,058-905,058905,58905,0.0522,108124320,480,Klondike ISD,Klondike,Klondike Independent School District,4825790,DFW - LUBBOCK,,25790
4825800,6,,232-901,232901,232901,0.139,81739216,322,Knippa ISD,Knippa,Knippa Independent School District,4825800,SAN ANTONIO,,25800
4825870,4,,138-902,138902,138902,0,297540477,582,Knox City-O'Brien Cons ISD,Knox City-O'Brien Cons,Knox City-O'Brien Consolidated Independent School District,4825870,DFW,,25870
4825890,1,,018-907,018907,18907,0,474414353,619,Kopperl ISD,Kopperl,Kopperl Independent School District,4825890,DFW,,25890
4825920,7,,100-903,100903,100903,0.1498,129150020,930,Kountze ISD,Kountze,Kountze Independent School District,4825920,HOUSTON,,25920
4825950,4,,219-905,219905,219905,0.25,1815685231,350,Kress ISD,Kress,Kress Independent School District,4825950,DFW - LUBBOCK,,25950
4825980,3,,061-905,061905,61905,0.4746,658237059,697,Krum ISD,Krum,Krum Independent School District,4825980,DFW,,25980
4826040,4,,031-905,031905,31905,0.1731,56392269,408,La Feria ISD,La Feria,La Feria Independent School District,4826040,CORPUS CHRISTI,,26040
4826070,5,,125-906,125906,125906,0,1606046993,136,La Gloria ISD,La Gloria,La Gloria Independent School District,4826070,CORPUS CHRISTI,,26070
4826100,6,,075-902,075902,75902,0.1625,3234638156,141,La Grange ISD,La Grange,La Grange Independent School District,4826100,AUSTIN,,26100
4826130,1,,108-912,108912,108912,0.2954,13648249148,924,La Joya ISD,La Joya,La Joya Independent School District,4826130,CORPUS CHRISTI,,26130
4826190,7,,101-916,101916,101916,0.2819,344348518,492,La Porte ISD,La Porte,La Porte Independent School District,4826190,HOUSTON,,26190
4826220,5,,107-910,107910,107910,0.2214,2817957544,530,LaPoynor ISD,LaPoynor,LaPoyner Independent School District,4826220,DFW,,26220
4826250,5,,254-902,254902,254902,0.0665,1385100860,256,La Pryor ISD,La Pryor,La Pryor Independent School District,4826250,SAN ANTONIO,,26250
4826280,3,,161-906,161906,161906,0.2452,1712346568,788,La Vega ISD,La Vega,La Vega Independent School District,4826280,DFW,,26280
4826310,3,c,247-903,247903,247903,0.395,134316408,945,La Vernia ISD,La Vernia,La Vernia Independent School District,4826310,SAN ANTONIO,1,26310
4826340,1,,108-914,108914,108914,0.429,285213012,308,La Villa ISD,La Villa,La Villa Independent School District,4826340,CORPUS CHRISTI,,26340
4826370,3,,015-913,015913,15913,0,0,892,Lackland ISD,Lackland,Lackland Independent School District,4826370,UNCATEGORIZED,,26370
4826400,3,P,227-912,227912,227912,0.32,3889912621,904,Lago Vista ISD,Lago Vista,Lago Vista Independent School District,4826400,AUSTIN,,26400
4826430,5,C,061-912,061912,61912,0,164217248,696,Lake Dallas ISD,Lake Dallas,Lake Dallas Independent School District,4826430,DFW,2,26430
4826470,1,C,227-913,227913,227913,0.3275,20764085958,903,Lake Travis ISD,Lake Travis,Lake Travis Independent School District,4826470,AUSTIN,2,26470
4826490,6,,220-910,220910,220910,0.5,1538291767,869,Lake Worth ISD,Lake Worth,Lake Worth Independent School District,4826490,DFW,,26490
4826580,3,C,079-901,079901,79901,0.3874,26305299576,882,Lamar Cons ISD,Lamar Cons,Lamar Consolidated Independent School District,4826580,HOUSTON,1,26580
4826610,6,,058-906,058906,58906,0.34,589868841,481,Lamesa ISD,Lamesa,Lamesa Independent School District,4826610,DFW - LUBBOCK,,26610
4826640,6,,141-901,141901,141901,0.26,1867096571,650,Lampasas ISD,Lampasas,Lampasas Independent School District,4826640,AUSTIN,,26640
4826670,3,,057-913,057913,57913,0.4375,4852886107,370,Lancaster ISD,Lancaster,Lancaster Independent School District,4826670,DFW,,26670
4826700,5,,201-903,201903,201903,0,116968317,466,Laneville ISD,Laneville,Laneville Independent School District,4826700,DFW,,26700
4826790,2,,240-901,240901,240901,0.4999,47015549,694,Laredo ISD,Laredo,Laredo Independent School District,4826790,CORPUS CHRISTI,,26790
4826850,1,,245-901,245901,245901,0.4125,267068096,54,Lasara ISD,Lasara,Lasara Independent School District,4826850,CORPUS CHRISTI,,26850
4826910,4,,113-905,113905,113905,0.159,80933986,226,Latexo ISD,Latexo,Latexo Independent School District,4826910,HOUSTON,,26910
4826970,3,,185-904,185904,185904,0.35,785589394,261,Lazbuddie ISD,Lazbuddie,Lazbuddie Independent School District,4826970,DFW - LUBBOCK,,26970
4827000,5,p,193-902,193902,193902,0.16,41231015285,323,Leakey ISD,Leakey,Leakey Independent School District,4827000,SAN ANTONIO,,27000
4827030,2,C,246-913,246913,246913,0.33,52009831,984,Leander ISD,Leander,Leander Independent School District,4827030,AUSTIN,1,27030
4827060,4,,019-914,019914,19914,0,111274750,564,Leary ISD,Leary,Leary Independent School District,4827060,DFW,,27060
4827090,6,,090-902,090902,90902,0.44,120257002,188,Lefors ISD,Lefors,Lefors Independent School District,4827090,UNCATEGORIZED,,27090
4827120,7,,187-906,187906,187906,0.2297,1127574838,939,Leggett ISD,Leggett,Leggett Independent School District,4827120,HOUSTON,,27120
4827180,2,,145-911,145911,145911,0,1584923291,272,Leon ISD,Leon,Leon Independent School District,4827180,DFW,,27180
4827210,3,,074-909,074909,74909,0,1584923291,751,Leonard ISD,Leonard,Leonard Independent School District,4827210,DFW,,27210
4827240,5,,110-902,110902,110902,0.26,45396237,19,Levelland ISD,Levelland,Levelland Independent School District,4827240,DFW - LUBBOCK,,27240
4827270,4,,201-904,201904,201904,0,54427470282,154,Leveretts Chapel ISD,Leveretts Chapel,Leveretts Chapel Independent School District,4827270,DFW,,27270
4827300,2,,061-902,061902,61902,0.3809,609864927,1000,Lewisville ISD,Lewisville,Lewisville Independent School District,4827300,DFW,,27300
4827330,2,P,144-902,144902,144902,0.13,7323768887,795,Lexington ISD,Lexington,Lexington Independent School District,4827330,AUSTIN,,27330
4827390,2,,019-908,019908,19908,0.2706,655434571,567,Liberty-Eylau ISD,Liberty-Eylau,Liberty-Eylau Independent School District,4827390,HOUSTON,,27390
4827420,4,C,246-908,246908,246908,0.5,1113999327,985,Liberty Hill ISD,Liberty Hill,Liberty Hill Independent School District,4827420,AUSTIN,2,27420
4827450,1,C,146-906,146906,146906,0.5,1113999327,306,Liberty ISD,Liberty,Liberty Independent School District,4827450,AUSTIN,2,27450
4827510,2,,212-903,212903,212903,0.235,366299644,711,Lindale ISD,Lindale,Lindale Independent School District,4827510,DFW,,27510
4827540,4,,034-905,034905,34905,0,387712749,669,Linden-Kildare Cons ISD,Linden-Kildare Cons,Linden-Kildare Consolidated Independent School District,4827540,DFW,,27540
4827570,1,,049-907,049907,49907,0,180054039,368,Lindsay ISD,Lindsay,Lindsay Independent School District,4827570,DFW,,27570
4827600,7,,072-909,072909,72909,0.2579,306726151,80,Lingleville ISD,Lingleville,Lingleville Independent School District,4827600,DFW,,27600
4827630,2,,111-902,111902,111902,0.335,1161828279,204,Lipan ISD,Lipan,Lipan Independent School District,4827630,DFW,,27630
4827690,4,,181-908,181908,181908,0.4097,260376173,966,Little Cypress-Mauriceville Cons ISD,Little Cypress-Mauriceville Cons,Little Cypress-Mauriceville Consolidated Independent School District,4827690,DFW,,27690
4827720,6,,061-914,061914,61914,0.47,300435595,1002,Little Elm ISD,Little Elm,Little Elm Independent School District,4827720,DFW,,27720
4827750,2,,140-904,140904,140904,0.5,2384813231,191,Littlefield ISD,Littlefield,Littlefield Independent School District,4827750,DFW - LUBBOCK,,27750
4827780,6,,187-907,187907,187907,0.19,6245066926,944,Livingston ISD,Livingston,Livingston Independent School District,4827780,HOUSTON,,27780
4827810,6,,150-901,150901,150901,0.1174,3119317661,648,Llano ISD,Llano,Llano Independent School District,4827810,AUSTIN,,27810
4827870,5,P,028-902,028902,28902,0.2577,106394941,771,Lockhart ISD,Lockhart,Lockhart Independent School District,4827870,AUSTIN,,27870
4827890,7,,077-902,077902,77902,0.1865,134978152,182,Lockney ISD,Lockney,Lockney Independent School District,4827890,DFW - LUBBOCK,,27890
4827930,4,,160-905,160905,160905,0.043,234780535,327,Lohn ISD,Lohn,Lohn Independent School District,4827930,AUSTIN,,27930
4827960,2,,141-902,141902,141902,0.2099,893501586,543,Lometa ISD,Lometa,Lometa Independent School District,4827960,AUSTIN,,27960
4827990,2,,178-906,178906,178906,0.5,561369338,71,London ISD,London,London Independent School District,4827990,CORPUS CHRISTI,,27990
4828020,7,,116-906,116906,116906,0.45,6363013254,519,Lone Oak ISD,Lone Oak,Lone Oak Independent School District,4828020,DFW,,28020
4828110,6,,092-903,092903,92903,0.473,202317239,366,Longview ISD,Longview,Longview Independent School District,4828110,DFW,,28110
4828140,6,,083-902,083902,83902,0,180489866,440,Loop ISD,Loop,Loop Independent School District,4828140,DFW - LUBBOCK,,28140
4828170,3,,168-902,168902,168902,0.45,837321142,20,Loraine ISD,Loraine,Loraine Independent School District,4828170,DFW - LUBBOCK,,28170
4828200,3,,161-907,161907,161907,0.2116,190379325,835,Lorena ISD,Lorena,Lorena Independent School District,4828200,AUSTIN,,28200
4828230,4,,054-902,054902,54902,0,3132170855,732,Lorenzo ISD,Lorenzo,Lorenzo Independent School District,4828230,DFW - LUBBOCK,,28230
4828290,7,,031-906,031906,31906,0.1425,395445803,353,Los Fresnos Cons ISD,Los Fresnos Cons,Los Fresnos Consolidated Independent School District,4828290,CORPUS CHRISTI,,28290
4828350,6,,241-906,241906,241906,0,3588978916,102,Louise ISD,Louise,Louise Independent School District,4828350,HOUSTON,,28350
4828380,7,,043-919,043919,43919,0.5,377060559,993,Lovejoy ISD,Lovejoy,Lovejoy Independent School District,4828380,DFW,,28380
4828410,6,,113-903,113903,113903,0.159,13060440216,488,Lovelady ISD,Lovelady,Lovelady Independent School District,4828410,HOUSTON,,28410
4828500,1,,152-901,152901,152901,0.175,5107361457,63,Lubbock ISD,Lubbock,Lubbock Independent School District,4828500,DFW - LUBBOCK,,28500
4828530,7,,127-905,127905,127905,0.052,3111871955,281,Lueders-Avoca ISD,Lueders-Avoca,Lueders-Avoca Independent School District,4828530,UNCATEGORIZED,,28530
4828550,7,,003-903,003903,3903,0.215,782502173,814,Lufkin ISD,Lufkin,Lufkin Independent School District,4828550,HOUSTON,,28550
4828590,1,,028-903,028903,28903,0.2173,1451825088,765,Luling ISD,Luling,Luling Independent School District,4828590,AUSTIN,,28590
4828620,4,,245-902,245902,245902,0.28,557991653,389,Lyford Cons ISD,Lyford Cons,Lyford Consolidated Independent School District,4828620,CORPUS CHRISTI,,28620
4828650,5,p,007-904,007904,7904,0.3207,2470925331,757,Lytle ISD,Lytle,Lytle Independent School District,4828650,SAN ANTONIO,,28650
4828680,5,,129-905,129905,129905,0.2211,1120726136,46,Mabank ISD,Mabank,Mabank Independent School District,4828680,DFW,,28680
4828710,3,,154-901,154901,154901,0.1063,10478804191,494,Madisonville Cons ISD,Madisonville Cons,Madisonville Consolidated Independent School District,4828710,HOUSTON,,28710
4828740,4,,170-906,170906,170906,0.2926,2668814897,605,Magnolia ISD,Magnolia,Magnolia Independent School District,4828740,HOUSTON,,28740
4828780,4,,107-906,107906,107906,0.25,65269536,612,Malakoff ISD,Malakoff,Malakoff Independent School District,4828780,DFW,,28780
4828800,5,,109-908,109908,109908,0.0625,22965161,234,Malone ISD,Malone,Malone Independent School District,4828800,DFW,,28800
4828830,4,,019-910,019910,19910,0.06,11103068249,562,Malta ISD,Malta,Malta Independent School District,4828830,DFW,,28830
4828890,7,C,227-907,227907,227907,0.3774,20263233429,798,Manor ISD,Manor,Manor Independent School District,4828890,AUSTIN,3,28890
4828920,2,,220-908,220908,220908,0.36,132652186,864,Mansfield ISD,Mansfield,Mansfield Independent School District,4828920,DFW,,28920
4828980,6,,022-902,022902,22902,0,6929020268,32,Marathon ISD,Marathon,Marathon Independent School District,4828980,UNCATEGORIZED,,28980
4829010,4,C,027-904,027904,27904,0.2153,645056163,905,Marble Falls ISD,Marble Falls,Marble Falls Independent School District,4829010,AUSTIN,1,29010
4829040,5,,189-901,189901,189901,0.1708,1351741080,523,Marfa ISD,Marfa,Marfa Independent School District,4829040,UNCATEGORIZED,,29040
4829100,4,p,094-904,094904,94904,0.36,387740347,948,Marion ISD,Marion,Marion Independent School District,4829100,SAN ANTONIO,,29100
4829130,3,,073-903,073903,73903,0,3381834434,791,Marlin ISD,Marlin,Marlin Independent School District,4829130,AUSTIN,,29130
4829160,4,,102-902,102902,102902,0.2899,240472933,170,Marshall ISD,Marshall,Marshall Independent School District,4829160,DFW,,29160
4829190,1,,161-908,161908,161908,0.1425,182577733,784,Mart ISD,Mart,Mart Independent School District,4829190,DFW,,29190
4829220,6,,234-905,234905,234905,0.1425,182577733,651,Martins Mill ISD,Martins Mill,Martins Mill Independent School District,4829220,DFW,,29220
4829250,1,,174-909,174909,174909,0.4319,184912544,817,Martinsville ISD,Martinsville,Martinsville Independent School District,4829250,DFW,,29250
4829280,2,,157-901,157901,157901,0.1919,396636273,428,Mason ISD,Mason,Mason Independent School District,4829280,AUSTIN,,29280
4829370,2,,158-904,158904,158904,0.0913,634508261,276,Matagorda ISD,Matagorda,Matagorda Independent School District,4829370,CORPUS CHRISTI,,29370
4829400,7,,205-904,205904,205904,0.4042,76325555,180,Mathis ISD,Mathis,Mathis Independent School District,4829400,CORPUS CHRISTI,,29400
4829460,4,,019-903,019903,19903,0.0403,281862606,665,Maud ISD,Maud,Maud Independent School District,4829460,DFW,,29460
4829520,1,,025-905,025905,25905,0.2996,8754816638,337,May ISD,May,May Independent School District,4829520,DFW,,29520
4829580,4,,070-915,070915,70915,0.2996,8754816638,124,Maypearl ISD,Maypearl,Maypearl Independent School District,4829580,DFW,,29580
4829670,1,,108-906,108906,108906,0.39,19824510005,309,McAllen ISD,McAllen,McAllen Independent School District,4829670,DFW,,29670
4829700,7,,231-901,231901,231901,0.276,175857227,477,McCamey ISD,McCamey,McCamey Independent School District,4829700,UNCATEGORIZED,,29700
4829760,5,,011-905,011905,11905,0.0514,704085835,142,McDade ISD,McDade,McDade Independent School District,4829760,AUSTIN,,29760
4829820,4,P,161-909,161909,161909,0.183,23530833499,836,McGregor ISD,McGregor,McGregor Independent School District,4829820,AUSTIN,,29820
4829850,6,,043-907,043907,43907,0.37,118264005,1003,McKinney ISD,McKinney,McKinney Independent School District,4829850,DFW,,29850
4829880,7,,090-903,090903,90903,0.2551,41354254,424,McLean ISD,McLean,McLean Independent School District,4829880,UNCATEGORIZED,,29880
4829910,1,,034-906,034906,34906,0,4051506225,673,McLeod ISD,McLeod,McLeod Independent School District,4829910,DFW,,29910
